"review_order","source_row","decision_approve_edit_move_reject","native_russian_correction","english_correction","level","register_note","sensitive_content_note","reviewer_comment","russian","transliteration","english","category"
"701","877","","","","","","","","Вам надо есть овощи каждый день.","Vam nado est ovoshchi kazhdyy den.","You need to eat vegetables every day.","Food & Restaurants"
"702","882","","","","","","","","Я могу объяснить, зачем это мне.","Ya mogu obyasnit, zachem eto mne.","I can explain why I need it.","Questions & Answers"
"703","883","","","","","","","","Они только что купили новый дом.","Oni tolko chto kupili novyy dom.","They have just bought a new house.","Home & Family Life"
"704","887","","","","","","","","Я думаю, что вы прекрасная пара.","Ya dumayu, chto vy prekrasnaya para.","I think you make a lovely couple.","Thoughts, Needs & Feelings"
"705","889","","","","","","","","Я как раз собирался это сказать.","Ya kak raz sobiralsya eto skazat.","I was just about to say that.","Questions & Answers"
"706","890","","","","","","","","Я сказал вам, во сколько прийти.","Ya skazal vam, vo skolko priyti.","I told you what time to come.","Questions & Answers"
"707","894","","","","","","","","Я надеялся, что вы мне поможете.","Ya nadeyalsya, chto vy mne pomozhete.","I was hoping you would help me.","Fluency Builder 2"
"708","896","","","","","","","","Я хочу взять завтра твою машину.","Ya khochu vzyat zavtra tvoyu mashinu.","I want to borrow your car tomorrow.","Travel & Transport"
"709","901","","","","","","","","Они могут делать это, где хотят.","Oni mogut delat eto, gde khotyat.","They may do that wherever they want.","Questions & Answers"
"710","908","","","","","","","","Я подумал, что это только слухи.","Ya podumal, chto eto tolko slukhi.","I thought that was just a rumor.","Thoughts, Needs & Feelings"
"711","910","","","","","","","","Она придёт, если ты её попросишь.","Ona pridyot, esli ty eyo poprosish.","She will come if you ask her.","Fluency Builder 2"
"712","913","","","","","","","","Я слышал, что вы хорошо готовите.","Ya slyshal, chto vy khorosho gotovite.","I hear you are good at cooking.","Fluency Builder 2"
"713","915","","","","","","","","Я было позабыл, как ты прекрасна.","Ya bylo pozabyl, kak ty prekrasna.","I had forgotten how beautiful you are.","Questions & Answers"
"714","917","","","","","","","","Мне надо было увидеть тебя лично.","Mne nado bylo uvidet tebya lichno.","I needed to see you in person.","Thoughts, Needs & Feelings"
"715","919","","","","","","","","Мы бедные, потому что мы честные.","My bednye, potomu chto my chestnye.","We are poor because we are honest.","Fluency Builder 2"
"716","920","","","","","","","","Я надеялась, что ты можешь знать.","Ya nadeyalas, chto ty mozhesh znat.","I was hoping that you might know.","Fluency Builder 2"
"717","921","","","","","","","","Только она знает, как мне помочь.","Tolko ona znaet, kak mne pomoch.","Only she knows how to help me.","Questions & Answers"
"718","924","","","","","","","","Думаю, у меня здесь есть будущее.","Dumayu, u menya zdes est budushchee.","I think I have a future here.","Thoughts, Needs & Feelings"
"719","927","","","","","","","","Я сделала это, потому что хотела.","Ya sdelala eto, potomu chto khotela.","I did that because I wanted to.","Thoughts, Needs & Feelings"
"720","928","","","","","","","","Мне нравится, как ты это делаешь.","Mne nravitsya, kak ty eto delaesh.","I like the way you do that.","Questions & Answers"
"721","929","","","","","","","","Скажи мне, что мне делать дальше.","Skazhi mne, chto mne delat dalshe.","Tell me what I should do next.","Fluency Builder 2"
"722","933","","","","","","","","Он знает, что может нам доверять.","On znaet, chto mozhet nam doveryat.","He knows that he can trust us.","Fluency Builder 2"
"723","934","","","","","","","","Я знаю, что эта история - правда.","Ya znayu, chto eta istoriya - pravda.","I know that this story is true.","Fluency Builder 2"
"724","938","","","","","","","","Сообщите нам, можете ли вы прийти.","Soobshchite nam, mozhete li vy priyti.","Let us know whether you can come.","Fluency Builder 2"
"725","940","","","","","","","","Там, где есть жизнь, есть надежда.","Tam, gde est zhizn, est nadezhda.","Where there is life, there is hope.","Questions & Answers"
"726","943","","","","","","","","Я забыла, что сегодня День дурака.","Ya zabyla, chto segodnya Den duraka.","I forgot today is April Fools' Day.","Time & Plans"
"727","944","","","","","","","","Мне нравится, как вы меня целуете.","Mne nravitsya, kak vy menya tseluete.","I love the way you kiss me.","Questions & Answers"
"728","946","","","","","","","","Вы можете слушать всё, что хотите.","Vy mozhete slushat vsyo, chto khotite.","You can listen to anything you want.","Thoughts, Needs & Feelings"
"729","947","","","","","","","","Можете делать всё, что вам угодно.","Mozhete delat vsyo, chto vam ugodno.","Feel free to do whatever you like.","Thoughts, Needs & Feelings"
"730","948","","","","","","","","Я знаю, кто твой тайный поклонник.","Ya znayu, kto tvoy taynyy poklonnik.","I know who your secret admirer is.","Fluency Builder 2"
"731","949","","","","","","","","Я знаю, как заставить их говорить.","Ya znayu, kak zastavit ikh govorit.","I know how to make them talk.","Questions & Answers"
"732","950","","","","","","","","Мне надо это как следует обдумать.","Mne nado eto kak sleduet obdumat.","I have to think this over carefully.","Questions & Answers"
"733","951","","","","","","","","Есть вещи, которые я хочу сделать.","Est veshchi, kotorye ya khochu sdelat.","There are things I want to do.","Thoughts, Needs & Feelings"
"734","959","","","","","","","","Я думаю, тебе надо бросить курить.","Ya dumayu, tebe nado brosit kurit.","I think that you should stop smoking.","Thoughts, Needs & Feelings"
"735","961","","","","","","","","Вам нужно только сложить их вместе.","Vam nuzhno tolko slozhit ikh vmeste.","You have only to put them together.","Thoughts, Needs & Feelings"
"736","968","","","","","","","","Теперь вы можете идти, если хотите.","Teper vy mozhete idti, esli khotite.","You can go now if you wish.","Fluency Builder 2"
"737","969","","","","","","","","Мне было интересно, что вы делаете.","Mne bylo interesno, chto vy delaete.","I was wondering what you were doing.","Fluency Builder 2"
"738","972","","","","","","","","Она думает, что может это доказать.","Ona dumaet, chto mozhet eto dokazat.","She thinks that she can prove it.","Thoughts, Needs & Feelings"
"739","973","","","","","","","","Мне нужно увидеть его прямо сейчас.","Mne nuzhno uvidet ego pryamo seychas.","I need to see him right now.","Thoughts, Needs & Feelings"
"740","975","","","","","","","","Я думаю, нам надо быть терпеливыми.","Ya dumayu, nam nado byt terpelivymi.","I think we have to be patient.","Thoughts, Needs & Feelings"
"741","978","","","","","","","","Думаю, это было бы неплохо сделать.","Dumayu, eto bylo by neplokho sdelat.","I think doing that would be good.","Thoughts, Needs & Feelings"
"742","983","","","","","","","","Мы можем сходить туда, если хочешь.","My mozhem skhodit tuda, esli khochesh.","We can go there if you like.","Fluency Builder 2"
"743","984","","","","","","","","Мне очень нужно найти свой паспорт.","Mne ochen nuzhno nayti svoy pasport.","I really need to find my passport.","Thoughts, Needs & Feelings"
"744","985","","","","","","","","Он испугался, что вы его застрелите.","On ispugalsya, chto vy ego zastrelite.","He was scared you would shoot him.","Travel & Transport"
"745","986","","","","","","","","Она говорит, что она вам перезвонит.","Ona govorit, chto ona vam perezvonit.","She says she will call you later.","Fluency Builder 2"
"746","989","","","","","","","","Я хочу сделать вам одно предложение.","Ya khochu sdelat vam odno predlozhenie.","I want to make you an offer.","Thoughts, Needs & Feelings"
